word,mean,target,answer,romaji,type,wordReading,wordRomaji,parts,sentence,sentenceReading,sentenceMeaning,id
正解,đáp án đúng,正,せい,sei,on,せいかい,seikai,正~せい~sei~đúng~target|解~かい~kai~giải~support,ことば「正解」を よみます。,ことば「せいかい」を よみます。,Tôi đọc từ “đáp án đúng”.,v1:%E6%AD%A3:%E6%AD%A3%E8%A7%A3:on:%E3%81%9B%E3%81%84
正しい,đúng đắn,正,ただ,tada,kun,ただしい,tadashii,正~ただ~tada~đúng~target|しい~しい~shii~~kana,ことば「正しい」を よみます。,ことば「ただしい」を よみます。,Tôi đọc từ “đúng đắn”.,v1:%E6%AD%A3:%E6%AD%A3%E3%81%97%E3%81%84:kun:%E3%81%9F%E3%81%A0
音声,âm thanh / giọng nói,声,せい,sei,on,おんせい,onsei,音~おん~on~âm thanh~support|声~せい~sei~giọng~target,ことば「音声」を よみます。,ことば「おんせい」を よみます。,Tôi đọc từ “âm thanh / giọng nói”.,v1:%E5%A3%B0:%E9%9F%B3%E5%A3%B0:on:%E3%81%9B%E3%81%84
声,giọng nói,声,こえ,koe,kun,こえ,koe,声~こえ~koe~giọng nói~target,ことば「声」を よみます。,ことば「こえ」を よみます。,Tôi đọc từ “giọng nói”.,v1:%E5%A3%B0:%E5%A3%B0:kun:%E3%81%93%E3%81%88
世界,thế giới,世,せ,se,on,せかい,sekai,世~せ~se~thế giới~target|界~かい~kai~cõi / giới~support,ことば「世界」を よみます。,ことば「せかい」を よみます。,Tôi đọc từ “thế giới”.,v1:%E4%B8%96:%E4%B8%96%E7%95%8C:on:%E3%81%9B
世の中,xã hội / thế gian,世,よ,yo,kun,よのなか,yononaka,世~よ~yo~thế gian~target|の~の~no~~kana|中~なか~naka~bên trong~support,ことば「世の中」を よみます。,ことば「よのなか」を よみます。,Tôi đọc từ “xã hội / thế gian”.,v1:%E4%B8%96:%E4%B8%96%E3%81%AE%E4%B8%AD:kun:%E3%82%88
赤道,xích đạo,赤,せき,seki,on,せきどう,sekidou,赤~せき~seki~đỏ / xích~target|道~どう~dou~đường~support,ことば「赤道」を よみます。,ことば「せきどう」を よみます。,Tôi đọc từ “xích đạo”.,v1:%E8%B5%A4:%E8%B5%A4%E9%81%93:on:%E3%81%9B%E3%81%8D
赤い,màu đỏ,赤,あか,aka,kun,あかい,akai,赤~あか~aka~đỏ~target|い~い~i~~kana,ことば「赤い」を よみます。,ことば「あかい」を よみます。,Tôi đọc từ “màu đỏ”.,v1:%E8%B5%A4:%E8%B5%A4%E3%81%84:kun:%E3%81%82%E3%81%8B
夕食,bữa tối,夕,ゆう,yuu,kun,ゆうしょく,yuushoku,夕~ゆう~yuu~buổi tối~target|食~しょく~shoku~bữa ăn~support,ことば「夕食」を よみます。,ことば「ゆうしょく」を よみます。,Tôi đọc từ “bữa tối”.,v1:%E5%A4%95:%E5%A4%95%E9%A3%9F:kun:%E3%82%86%E3%81%86
夕方,chiều tối,夕,ゆう,yuu,kun,ゆうがた,yuugata,夕~ゆう~yuu~buổi tối~target|方~がた~gata~phía / khoảng~support,ことば「夕方」を よみます。,ことば「ゆうがた」を よみます。,Tôi đọc từ “chiều tối”.,v1:%E5%A4%95:%E5%A4%95%E6%96%B9:kun:%E3%82%86%E3%81%86
大切,quan trọng / quý giá,切,せつ,setsu,on,たいせつ,taisetsu,大~たい~tai~lớn~support|切~せつ~setsu~quan trọng~target,ことば「大切」を よみます。,ことば「たいせつ」を よみます。,Tôi đọc từ “quan trọng / quý giá”.,v1:%E5%88%87:%E5%A4%A7%E5%88%87:on:%E3%81%9B%E3%81%A4
切る,cắt,切,き,ki,kun,きる,kiru,切~き~ki~cắt~target|る~る~ru~~kana,ことば「切る」を よみます。,ことば「きる」を よみます。,Tôi đọc từ “cắt”.,v1:%E5%88%87:%E5%88%87%E3%82%8B:kun:%E3%81%8D
説明,giải thích,説,せつ,setsu,on,せつめい,setsumei,説~せつ~setsu~giải thích~target|明~めい~mei~rõ~support,ことば「説明」を よみます。,ことば「せつめい」を よみます。,Tôi đọc từ “giải thích”.,v1:%E8%AA%AC:%E8%AA%AC%E6%98%8E:on:%E3%81%9B%E3%81%A4
説く,giảng giải / thuyết phục,説,と,to,kun,とく,toku,説~と~to~giảng giải~target|く~く~ku~~kana,ことば「説く」を よみます。,ことば「とく」を よみます。,Tôi đọc từ “giảng giải / thuyết phục”.,v1:%E8%AA%AC:%E8%AA%AC%E3%81%8F:kun:%E3%81%A8
洗面所,phòng rửa mặt,洗,せん,sen,on,せんめんじょ,senmenjo,洗~せん~sen~rửa~target|面所~めんじょ~menjo~nơi rửa mặt~support,ことば「洗面所」を よみます。,ことば「せんめんじょ」を よみます。,Tôi đọc từ “phòng rửa mặt”.,v1:%E6%B4%97:%E6%B4%97%E9%9D%A2%E6%89%80:on:%E3%81%9B%E3%82%93
洗う,rửa,洗,あら,ara,kun,あらう,arau,洗~あら~ara~rửa~target|う~う~u~~kana,ことば「洗う」を よみます。,ことば「あらう」を よみます。,Tôi đọc từ “rửa”.,v1:%E6%B4%97:%E6%B4%97%E3%81%86:kun:%E3%81%82%E3%82%89
早朝,sáng sớm,早,そう,sou,on,そうちょう,souchou,早~そう~sou~sớm~target|朝~ちょう~chou~buổi sáng~support,ことば「早朝」を よみます。,ことば「そうちょう」を よみます。,Tôi đọc từ “sáng sớm”.,v1:%E6%97%A9:%E6%97%A9%E6%9C%9D:on:%E3%81%9D%E3%81%86
早い,sớm / nhanh,早,はや,haya,kun,はやい,hayai,早~はや~haya~sớm / nhanh~target|い~い~i~~kana,ことば「早い」を よみます。,ことば「はやい」を よみます。,Tôi đọc từ “sớm / nhanh”.,v1:%E6%97%A9:%E6%97%A9%E3%81%84:kun:%E3%81%AF%E3%82%84
競走,cuộc chạy đua,走,そう,sou,on,きょうそう,kyousou,競~きょう~kyou~thi đấu~support|走~そう~sou~chạy~target,ことば「競走」を よみます。,ことば「きょうそう」を よみます。,Tôi đọc từ “cuộc chạy đua”.,v1:%E8%B5%B0:%E7%AB%B6%E8%B5%B0:on:%E3%81%9D%E3%81%86
走る,chạy,走,はし,hashi,kun,はしる,hashiru,走~はし~hashi~chạy~target|る~る~ru~~kana,ことば「走る」を よみます。,ことば「はしる」を よみます。,Tôi đọc từ “chạy”.,v1:%E8%B5%B0:%E8%B5%B0%E3%82%8B:kun:%E3%81%AF%E3%81%97
送信,gửi đi / truyền tin,送,そう,sou,on,そうしん,soushin,送~そう~sou~gửi~target|信~しん~shin~tin~support,ことば「送信」を よみます。,ことば「そうしん」を よみます。,Tôi đọc từ “gửi đi / truyền tin”.,v1:%E9%80%81:%E9%80%81%E4%BF%A1:on:%E3%81%9D%E3%81%86
送る,gửi / tiễn,送,おく,oku,kun,おくる,okuru,送~おく~oku~gửi~target|る~る~ru~~kana,ことば「送る」を よみます。,ことば「おくる」を よみます。,Tôi đọc từ “gửi / tiễn”.,v1:%E9%80%81:%E9%80%81%E3%82%8B:kun:%E3%81%8A%E3%81%8F
家族,gia đình,族,ぞく,zoku,on,かぞく,kazoku,家~か~ka~nhà~support|族~ぞく~zoku~gia tộc~target,ことば「家族」を よみます。,ことば「かぞく」を よみます。,Tôi đọc từ “gia đình”.,v1:%E6%97%8F:%E5%AE%B6%E6%97%8F:on:%E3%81%9E%E3%81%8F
民族,dân tộc,族,ぞく,zoku,on,みんぞく,minzoku,民~みん~min~người dân~support|族~ぞく~zoku~nhóm / tộc~target,ことば「民族」を よみます。,ことば「みんぞく」を よみます。,Tôi đọc từ “dân tộc”.,v1:%E6%97%8F:%E6%B0%91%E6%97%8F:on:%E3%81%9E%E3%81%8F
村民,dân làng,村,そん,son,on,そんみん,sonmin,村~そん~son~làng~target|民~みん~min~người dân~support,ことば「村民」を よみます。,ことば「そんみん」を よみます。,Tôi đọc từ “dân làng”.,v1:%E6%9D%91:%E6%9D%91%E6%B0%91:on:%E3%81%9D%E3%82%93
村,ngôi làng,村,むら,mura,kun,むら,mura,村~むら~mura~làng~target,ことば「村」を よみます。,ことば「むら」を よみます。,Tôi đọc từ “ngôi làng”.,v1:%E6%9D%91:%E6%9D%91:kun:%E3%82%80%E3%82%89
体育,thể dục,体,たい,tai,on,たいいく,taiiku,体~たい~tai~cơ thể~target|育~いく~iku~rèn luyện~support,ことば「体育」を よみます。,ことば「たいいく」を よみます。,Tôi đọc từ “thể dục”.,v1:%E4%BD%93:%E4%BD%93%E8%82%B2:on:%E3%81%9F%E3%81%84
体,cơ thể,体,からだ,karada,kun,からだ,karada,体~からだ~karada~cơ thể~target,ことば「体」を よみます。,ことば「からだ」を よみます。,Tôi đọc từ “cơ thể”.,v1:%E4%BD%93:%E4%BD%93:kun:%E3%81%8B%E3%82%89%E3%81%A0
太陽,mặt trời,太,たい,tai,on,たいよう,taiyou,太~たい~tai~lớn / thái~target|陽~よう~you~mặt trời~support,ことば「太陽」を よみます。,ことば「たいよう」を よみます。,Tôi đọc từ “mặt trời”.,v1:%E5%A4%AA:%E5%A4%AA%E9%99%BD:on:%E3%81%9F%E3%81%84
太い,to / dày,太,ふと,futo,kun,ふとい,futoi,太~ふと~futo~to / dày~target|い~い~i~~kana,ことば「太い」を よみます。,ことば「ふとい」を よみます。,Tôi đọc từ “to / dày”.,v1:%E5%A4%AA:%E5%A4%AA%E3%81%84:kun:%E3%81%B5%E3%81%A8
待機,chờ sẵn / đợi lệnh,待,たい,tai,on,たいき,taiki,待~たい~tai~chờ~target|機~き~ki~thời cơ / máy~support,ことば「待機」を よみます。,ことば「たいき」を よみます。,Tôi đọc từ “chờ sẵn / đợi lệnh”.,v1:%E5%BE%85:%E5%BE%85%E6%A9%9F:on:%E3%81%9F%E3%81%84
待つ,chờ đợi,待,ま,ma,kun,まつ,matsu,待~ま~ma~chờ~target|つ~つ~tsu~~kana,ことば「待つ」を よみます。,ことば「まつ」を よみます。,Tôi đọc từ “chờ đợi”.,v1:%E5%BE%85:%E5%BE%85%E3%81%A4:kun:%E3%81%BE
賃貸,cho thuê / thuê nhà,貸,たい,tai,on,ちんたい,chintai,賃~ちん~chin~tiền thuê~support|貸~たい~tai~cho thuê~target,ことば「賃貸」を よみます。,ことば「ちんたい」を よみます。,Tôi đọc từ “cho thuê / thuê nhà”.,v1:%E8%B2%B8:%E8%B3%83%E8%B2%B8:on:%E3%81%9F%E3%81%84
貸す,cho mượn,貸,か,ka,kun,かす,kasu,貸~か~ka~cho mượn~target|す~す~su~~kana,ことば「貸す」を よみます。,ことば「かす」を よみます。,Tôi đọc từ “cho mượn”.,v1:%E8%B2%B8:%E8%B2%B8%E3%81%99:kun:%E3%81%8B
台風,bão,台,たい,tai,on,たいふう,taifuu,台~たい~tai~đài / bệ~target|風~ふう~fuu~gió~support,ことば「台風」を よみます。,ことば「たいふう」を よみます。,Tôi đọc từ “bão”.,v1:%E5%8F%B0:%E5%8F%B0%E9%A2%A8:on:%E3%81%9F%E3%81%84
台所,nhà bếp,台,だい,dai,on,だいどころ,daidokoro,台~だい~dai~bệ / khu~target|所~どころ~dokoro~nơi~support,ことば「台所」を よみます。,ことば「だいどころ」を よみます。,Tôi đọc từ “nhà bếp”.,v1:%E5%8F%B0:%E5%8F%B0%E6%89%80:on:%E3%81%A0%E3%81%84
時代,thời đại,代,だい,dai,on,じだい,jidai,時~じ~ji~thời gian~support|代~だい~dai~đời / thời đại~target,ことば「時代」を よみます。,ことば「じだい」を よみます。,Tôi đọc từ “thời đại”.,v1:%E4%BB%A3:%E6%99%82%E4%BB%A3:on:%E3%81%A0%E3%81%84
代わる,thay thế,代,か,ka,kun,かわる,kawaru,代~か~ka~thay thế~target|わる~わる~waru~~kana,ことば「代わる」を よみます。,ことば「かわる」を よみます。,Tôi đọc từ “thay thế”.,v1:%E4%BB%A3:%E4%BB%A3%E3%82%8F%E3%82%8B:kun:%E3%81%8B
問題,vấn đề / câu hỏi,題,だい,dai,on,もんだい,mondai,問~もん~mon~hỏi~support|題~だい~dai~đề bài~target,ことば「問題」を よみます。,ことば「もんだい」を よみます。,Tôi đọc từ “vấn đề / câu hỏi”.,v1:%E9%A1%8C:%E5%95%8F%E9%A1%8C:on:%E3%81%A0%E3%81%84
宿題,bài tập về nhà,題,だい,dai,on,しゅくだい,shukudai,宿~しゅく~shuku~ở trọ / bài về nhà~support|題~だい~dai~đề bài~target,ことば「宿題」を よみます。,ことば「しゅくだい」を よみます。,Tôi đọc từ “bài tập về nhà”.,v1:%E9%A1%8C:%E5%AE%BF%E9%A1%8C:on:%E3%81%A0%E3%81%84
短所,khuyết điểm,短,たん,tan,on,たんしょ,tansho,短~たん~tan~ngắn / điểm yếu~target|所~しょ~sho~chỗ~support,ことば「短所」を よみます。,ことば「たんしょ」を よみます。,Tôi đọc từ “khuyết điểm”.,v1:%E7%9F%AD:%E7%9F%AD%E6%89%80:on:%E3%81%9F%E3%82%93
短い,ngắn,短,みじか,mijika,kun,みじかい,mijikai,短~みじか~mijika~ngắn~target|い~い~i~~kana,ことば「短い」を よみます。,ことば「みじかい」を よみます。,Tôi đọc từ “ngắn”.,v1:%E7%9F%AD:%E7%9F%AD%E3%81%84:kun:%E3%81%BF%E3%81%98%E3%81%8B
知識,kiến thức,知,ち,chi,on,ちしき,chishiki,知~ち~chi~biết~target|識~しき~shiki~nhận thức~support,ことば「知識」を よみます。,ことば「ちしき」を よみます。,Tôi đọc từ “kiến thức”.,v1:%E7%9F%A5:%E7%9F%A5%E8%AD%98:on:%E3%81%A1
知る,biết,知,し,shi,kun,しる,shiru,知~し~shi~biết~target|る~る~ru~~kana,ことば「知る」を よみます。,ことば「しる」を よみます。,Tôi đọc từ “biết”.,v1:%E7%9F%A5:%E7%9F%A5%E3%82%8B:kun:%E3%81%97
地下,dưới lòng đất,地,ち,chi,on,ちか,chika,地~ち~chi~đất~target|下~か~ka~bên dưới~support,ことば「地下」を よみます。,ことば「ちか」を よみます。,Tôi đọc từ “dưới lòng đất”.,v1:%E5%9C%B0:%E5%9C%B0%E4%B8%8B:on:%E3%81%A1
地面,mặt đất,地,じ,ji,on,じめん,jimen,地~じ~ji~đất~target|面~めん~men~bề mặt~support,ことば「地面」を よみます。,ことば「じめん」を よみます。,Tôi đọc từ “mặt đất”.,v1:%E5%9C%B0:%E5%9C%B0%E9%9D%A2:on:%E3%81%98
電池,pin điện,池,ち,chi,on,でんち,denchi,電~でん~den~điện~support|池~ち~chi~bể chứa~target,ことば「電池」を よみます。,ことば「でんち」を よみます。,Tôi đọc từ “pin điện”.,v1:%E6%B1%A0:%E9%9B%BB%E6%B1%A0:on:%E3%81%A1
池,ao / hồ nhỏ,池,いけ,ike,kun,いけ,ike,池~いけ~ike~ao~target,ことば「池」を よみます。,ことば「いけ」を よみます。,Tôi đọc từ “ao / hồ nhỏ”.,v1:%E6%B1%A0:%E6%B1%A0:kun:%E3%81%84%E3%81%91
お茶,trà,茶,ちゃ,cha,on,おちゃ,ocha,お~お~o~tiền tố lịch sự~kana|茶~ちゃ~cha~trà~target,ことば「お茶」を よみます。,ことば「おちゃ」を よみます。,Tôi đọc từ “trà”.,v1:%E8%8C%B6:%E3%81%8A%E8%8C%B6:on:%E3%81%A1%E3%82%83
茶道,trà đạo,茶,さ,sa,on,さどう,sadou,茶~さ~sa~trà~target|道~どう~dou~đạo / con đường~support,ことば「茶道」を よみます。,ことば「さどう」を よみます。,Tôi đọc từ “trà đạo”.,v1:%E8%8C%B6:%E8%8C%B6%E9%81%93:on:%E3%81%95
到着,đến nơi,着,ちゃく,chaku,on,とうちゃく,touchaku,到~とう~tou~đến~support|着~ちゃく~chaku~tới nơi~target,ことば「到着」を よみます。,ことば「とうちゃく」を よみます。,Tôi đọc từ “đến nơi”.,v1:%E7%9D%80:%E5%88%B0%E7%9D%80:on:%E3%81%A1%E3%82%83%E3%81%8F
着る,mặc,着,き,ki,kun,きる,kiru,着~き~ki~mặc~target|る~る~ru~~kana,ことば「着る」を よみます。,ことば「きる」を よみます。,Tôi đọc từ “mặc”.,v1:%E7%9D%80:%E7%9D%80%E3%82%8B:kun:%E3%81%8D
昼食,bữa trưa,昼,ちゅう,chuu,on,ちゅうしょく,chuushoku,昼~ちゅう~chuu~buổi trưa~target|食~しょく~shoku~bữa ăn~support,ことば「昼食」を よみます。,ことば「ちゅうしょく」を よみます。,Tôi đọc từ “bữa trưa”.,v1:%E6%98%BC:%E6%98%BC%E9%A3%9F:on:%E3%81%A1%E3%82%85%E3%81%86
昼,ban trưa,昼,ひる,hiru,kun,ひる,hiru,昼~ひる~hiru~ban trưa~target,ことば「昼」を よみます。,ことば「ひる」を よみます。,Tôi đọc từ “ban trưa”.,v1:%E6%98%BC:%E6%98%BC:kun:%E3%81%B2%E3%82%8B
注意,chú ý,注,ちゅう,chuu,on,ちゅうい,chuui,注~ちゅう~chuu~chú ý~target|意~い~i~ý~support,ことば「注意」を よみます。,ことば「ちゅうい」を よみます。,Tôi đọc từ “chú ý”.,v1:%E6%B3%A8:%E6%B3%A8%E6%84%8F:on:%E3%81%A1%E3%82%85%E3%81%86
注ぐ,rót / đổ vào,注,そそ,soso,kun,そそぐ,sosogu,注~そそ~soso~rót~target|ぐ~ぐ~gu~~kana,ことば「注ぐ」を よみます。,ことば「そそぐ」を よみます。,Tôi đọc từ “rót / đổ vào”.,v1:%E6%B3%A8:%E6%B3%A8%E3%81%90:kun:%E3%81%9D%E3%81%9D
町長,thị trưởng,町,ちょう,chou,on,ちょうちょう,chouchou,町~ちょう~chou~thị trấn~target|長~ちょう~chou~người đứng đầu~support,ことば「町長」を よみます。,ことば「ちょうちょう」を よみます。,Tôi đọc từ “thị trưởng”.,v1:%E7%94%BA:%E7%94%BA%E9%95%B7:on:%E3%81%A1%E3%82%87%E3%81%86
町,phố / thị trấn,町,まち,machi,kun,まち,machi,町~まち~machi~phố~target,ことば「町」を よみます。,ことば「まち」を よみます。,Tôi đọc từ “phố / thị trấn”.,v1:%E7%94%BA:%E7%94%BA:kun:%E3%81%BE%E3%81%A1
野鳥,chim hoang dã,鳥,ちょう,chou,on,やちょう,yachou,野~や~ya~hoang dã~support|鳥~ちょう~chou~chim~target,ことば「野鳥」を よみます。,ことば「やちょう」を よみます。,Tôi đọc từ “chim hoang dã”.,v1:%E9%B3%A5:%E9%87%8E%E9%B3%A5:on:%E3%81%A1%E3%82%87%E3%81%86
鳥,con chim,鳥,とり,tori,kun,とり,tori,鳥~とり~tori~chim~target,ことば「鳥」を よみます。,ことば「とり」を よみます。,Tôi đọc từ “con chim”.,v1:%E9%B3%A5:%E9%B3%A5:kun:%E3%81%A8%E3%82%8A
朝食,bữa sáng,朝,ちょう,chou,on,ちょうしょく,choushoku,朝~ちょう~chou~buổi sáng~target|食~しょく~shoku~bữa ăn~support,ことば「朝食」を よみます。,ことば「ちょうしょく」を よみます。,Tôi đọc từ “bữa sáng”.,v1:%E6%9C%9D:%E6%9C%9D%E9%A3%9F:on:%E3%81%A1%E3%82%87%E3%81%86
朝,buổi sáng,朝,あさ,asa,kun,あさ,asa,朝~あさ~asa~buổi sáng~target,ことば「朝」を よみます。,ことば「あさ」を よみます。,Tôi đọc từ “buổi sáng”.,v1:%E6%9C%9D:%E6%9C%9D:kun:%E3%81%82%E3%81%95
通学,đi học,通,つう,tsuu,on,つうがく,tsuugaku,通~つう~tsuu~đi lại~target|学~がく~gaku~học~support,ことば「通学」を よみます。,ことば「つうがく」を よみます。,Tôi đọc từ “đi học”.,v1:%E9%80%9A:%E9%80%9A%E5%AD%A6:on:%E3%81%A4%E3%81%86
通る,đi qua,通,とお,too,kun,とおる,tooru,通~とお~too~đi qua~target|る~る~ru~~kana,ことば「通る」を よみます。,ことば「とおる」を よみます。,Tôi đọc từ “đi qua”.,v1:%E9%80%9A:%E9%80%9A%E3%82%8B:kun:%E3%81%A8%E3%81%8A
兄弟,anh em,弟,だい,dai,on,きょうだい,kyoudai,兄~きょう~kyou~anh~support|弟~だい~dai~em~target,ことば「兄弟」を よみます。,ことば「きょうだい」を よみます。,Tôi đọc từ “anh em”.,v1:%E5%BC%9F:%E5%85%84%E5%BC%9F:on:%E3%81%A0%E3%81%84
弟,em trai,弟,おとうと,otouto,kun,おとうと,otouto,弟~おとうと~otouto~em trai~target,ことば「弟」を よみます。,ことば「おとうと」を よみます。,Tôi đọc từ “em trai”.,v1:%E5%BC%9F:%E5%BC%9F:kun:%E3%81%8A%E3%81%A8%E3%81%86%E3%81%A8
低温,nhiệt độ thấp,低,てい,tei,on,ていおん,teion,低~てい~tei~thấp~target|温~おん~on~nhiệt độ~support,ことば「低温」を よみます。,ことば「ていおん」を よみます。,Tôi đọc từ “nhiệt độ thấp”.,v1:%E4%BD%8E:%E4%BD%8E%E6%B8%A9:on:%E3%81%A6%E3%81%84
低い,thấp,低,ひく,hiku,kun,ひくい,hikui,低~ひく~hiku~thấp~target|い~い~i~~kana,ことば「低い」を よみます。,ことば「ひくい」を よみます。,Tôi đọc từ “thấp”.,v1:%E4%BD%8E:%E4%BD%8E%E3%81%84:kun:%E3%81%B2%E3%81%8F
運転,lái xe / vận hành,転,てん,ten,on,うんてん,unten,運~うん~un~vận hành~support|転~てん~ten~chuyển động~target,ことば「運転」を よみます。,ことば「うんてん」を よみます。,Tôi đọc từ “lái xe / vận hành”.,v1:%E8%BB%A2:%E9%81%8B%E8%BB%A2:on:%E3%81%A6%E3%82%93
転ぶ,ngã,転,ころ,koro,kun,ころぶ,korobu,転~ころ~koro~ngã~target|ぶ~ぶ~bu~~kana,ことば「転ぶ」を よみます。,ことば「ころぶ」を よみます。,Tôi đọc từ “ngã”.,v1:%E8%BB%A2:%E8%BB%A2%E3%81%B6:kun:%E3%81%93%E3%82%8D
水田,ruộng lúa nước,田,でん,den,on,すいでん,suiden,水~すい~sui~nước~support|田~でん~den~ruộng~target,ことば「水田」を よみます。,ことば「すいでん」を よみます。,Tôi đọc từ “ruộng lúa nước”.,v1:%E7%94%B0:%E6%B0%B4%E7%94%B0:on:%E3%81%A7%E3%82%93
田んぼ,ruộng lúa,田,た,ta,kun,たんぼ,tanbo,田~た~ta~ruộng~target|んぼ~んぼ~nbo~~kana,ことば「田んぼ」を よみます。,ことば「たんぼ」を よみます。,Tôi đọc từ “ruộng lúa”.,v1:%E7%94%B0:%E7%94%B0%E3%82%93%E3%81%BC:kun:%E3%81%9F
都会,thành thị,都,と,to,on,とかい,tokai,都~と~to~đô thị~target|会~かい~kai~tụ họp~support,ことば「都会」を よみます。,ことば「とかい」を よみます。,Tôi đọc từ “thành thị”.,v1:%E9%83%BD:%E9%83%BD%E4%BC%9A:on:%E3%81%A8
都,kinh đô,都,みやこ,miyako,kun,みやこ,miyako,都~みやこ~miyako~kinh đô~target,ことば「都」を よみます。,ことば「みやこ」を よみます。,Tôi đọc từ “kinh đô”.,v1:%E9%83%BD:%E9%83%BD:kun:%E3%81%BF%E3%82%84%E3%81%93
温度,nhiệt độ,度,ど,do,on,おんど,ondo,温~おん~on~ấm / nhiệt~support|度~ど~do~mức độ~target,ことば「温度」を よみます。,ことば「おんど」を よみます。,Tôi đọc từ “nhiệt độ”.,v1:%E5%BA%A6:%E6%B8%A9%E5%BA%A6:on:%E3%81%A9
度々,nhiều lần / thường xuyên,度,たび,tabi,kun,たびたび,tabitabi,度~たび~tabi~lần~target|々~たび~tabi~lặp lại~support,ことば「度々」を よみます。,ことば「たびたび」を よみます。,Tôi đọc từ “nhiều lần / thường xuyên”.,v1:%E5%BA%A6:%E5%BA%A6%E3%80%85:kun:%E3%81%9F%E3%81%B3
回答,câu trả lời,答,とう,tou,on,かいとう,kaitou,回~かい~kai~phản hồi~support|答~とう~tou~đáp án~target,ことば「回答」を よみます。,ことば「かいとう」を よみます。,Tôi đọc từ “câu trả lời”.,v1:%E7%AD%94:%E5%9B%9E%E7%AD%94:on:%E3%81%A8%E3%81%86
答える,trả lời,答,こた,kota,kun,こたえる,kotaeru,答~こた~kota~trả lời~target|える~える~eru~~kana,ことば「答える」を よみます。,ことば「こたえる」を よみます。,Tôi đọc từ “trả lời”.,v1:%E7%AD%94:%E7%AD%94%E3%81%88%E3%82%8B:kun:%E3%81%93%E3%81%9F
